T-4,T-3,T-2,T-1,T-0,T-0
-0.924604099,-1.039645457,-1.086914513,-1.086870808,-1.451099114,-1.036643815
-1.039645457,-1.086914513,-1.086870808,-1.451099114,-1.071369993,-1.08064355
-1.086914513,-1.086870808,-1.451099114,-1.071369993,-1.205041561,-1.108238365
-1.086870808,-1.451099114,-1.071369993,-1.205041561,-1.196581773,-1.108238365
-1.451099114,-1.071369993,-1.205041561,-1.196581773,-1.16289112,-1.121976224
-1.071369993,-1.205041561,-1.196581773,-1.16289112,-1.091314703,-1.135029197
-1.205041561,-1.196581773,-1.16289112,-1.091314703,-0.94906737,-1.135029197
-1.196581773,-1.16289112,-1.091314703,-0.94906737,-1.139875899,-1.127411794
-1.16289112,-1.091314703,-0.94906737,-1.139875899,-1.398711458,-1.127411794
-1.091314703,-0.94906737,-1.139875899,-1.398711458,-1.051345364,-1.127411794
-0.94906737,-1.139875899,-1.398711458,-1.051345364,-1.148623596,-1.015384406
-1.139875899,-1.398711458,-1.051345364,-1.148623596,-1.189975104,-1.071488448
-1.398711458,-1.051345364,-1.148623596,-1.189975104,-1.262630315,-0.983277967
-1.051345364,-1.148623596,-1.189975104,-1.262630315,-1.126405893,-1.033990908
-1.148623596,-1.189975104,-1.262630315,-1.126405893,-1.048389301,-1.000933551
-1.189975104,-1.262630315,-1.126405893,-1.048389301,-0.960843637,-0.978433527
-1.262630315,-1.126405893,-1.048389301,-0.960843637,-0.945638808,-0.978433527
-1.126405893,-1.048389301,-0.960843637,-0.945638808,-0.999044271,-0.923272056
-1.048389301,-0.960843637,-0.945638808,-0.999044271,-0.969961866,-0.88275644
-0.960843637,-0.945638808,-0.999044271,-0.969961866,-0.589990264,-0.839839247
-0.945638808,-0.999044271,-0.969961866,-0.589990264,-0.872333979,-0.735502771
-0.999044271,-0.969961866,-0.589990264,-0.872333979,-0.739899928,-0.699936308
-0.969961866,-0.589990264,-0.872333979,-0.739899928,-0.566793218,-0.642875458
-0.589990264,-0.872333979,-0.739899928,-0.566793218,-0.728832971,-0.582656167
-0.872333979,-0.739899928,-0.566793218,-0.728832971,-0.563411857,-0.553677325
-0.739899928,-0.566793218,-0.728832971,-0.563411857,-0.681617251,-0.500762485
-0.566793218,-0.728832971,-0.563411857,-0.681617251,-0.365386626,-0.354299205
-0.728832971,-0.563411857,-0.681617251,-0.365386626,-0.235056675,-0.329325265
-0.563411857,-0.681617251,-0.365386626,-0.235056675,-0.43387174,-0.296424005
-0.681617251,-0.365386626,-0.235056675,-0.43387174,-0.097240325,-0.249572329
-0.365386626,-0.235056675,-0.43387174,-0.097240325,-0.27957157,-0.214037127
-0.235056675,-0.43387174,-0.097240325,-0.27957157,-0.046955613,-0.18790713
-0.43387174,-0.097240325,-0.27957157,-0.046955613,-0.050994805,-0.16088854
-0.097240325,-0.27957157,-0.046955613,-0.050994805,-0.072701758,-0.12807097
-0.27957157,-0.046955613,-0.050994805,-0.072701758,0.010747508,-0.091102869
-0.046955613,-0.050994805,-0.072701758,0.010747508,-0.134948738,-0.06177418
-0.050994805,-0.072701758,0.010747508,-0.134948738,0.057082046,-0.040870547
-0.072701758,0.010747508,-0.134948738,0.057082046,0.136596328,0.003178494
0.010747508,-0.134948738,0.057082046,0.136596328,-0.098499801,0.03595907
-0.134948738,0.057082046,0.136596328,-0.098499801,-0.034986571,0.071912732
0.057082046,0.136596328,-0.098499801,-0.034986571,0.216021966,0.111652656
0.136596328,-0.098499801,-0.034986571,0.216021966,0.074259663,0.160554701
-0.098499801,-0.034986571,0.216021966,0.074259663,0.40835431,0.212197251
-0.034986571,0.216021966,0.074259663,0.40835431,0.360138446,0.255235027
0.216021966,0.074259663,0.40835431,0.360138446,0.315510868,0.297714338
0.074259663,0.40835431,0.360138446,0.315510868,0.597133097,0.344512233
0.40835431,0.360138446,0.315510868,0.597133097,0.507536168,0.407938265
0.360138446,0.315510868,0.597133097,0.507536168,0.561252036,0.469565249
0.315510868,0.597133097,0.507536168,0.561252036,0.826664895,0.521845922
0.597133097,0.507536168,0.561252036,0.826664895,0.682019964,0.571175106
0.507536168,0.561252036,0.826664895,0.682019964,0.723403256,0.623983812
0.561252036,0.826664895,0.682019964,0.723403256,0.669362594,0.679968437
0.826664895,0.682019964,0.723403256,0.669362594,0.734910784,0.728612877
0.682019964,0.723403256,0.669362594,0.734910784,1.080097897,0.768178325
0.723403256,0.669362594,0.734910784,1.080097897,0.867073057,0.803378185
0.669362594,0.734910784,1.080097897,0.867073057,0.707671965,0.850156263
0.734910784,1.080097897,0.867073057,0.707671965,0.905901819,0.887930522
1.080097897,0.867073057,0.707671965,0.905901819,0.779768798,0.887930522
0.867073057,0.707671965,0.905901819,0.779768798,1.030293884,0.887930522
0.707671965,0.905901819,0.779768798,1.030293884,1.538164836,1.269585509
0.905901819,0.779768798,1.030293884,1.538164836,1.579476386,1.295830792
0.779768798,1.030293884,1.538164836,1.579476386,1.464709079,1.309323404
1.030293884,1.538164836,1.579476386,1.464709079,1.606592124,1.309323404
1.538164836,1.579476386,1.464709079,1.606592124,1.569749568,1.309323404
1.579476386,1.464709079,1.606592124,1.569749568,1.49318334,1.309323404
1.464709079,1.606592124,1.569749568,1.49318334,1.419699848,1.309323404
1.606592124,1.569749568,1.49318334,1.419699848,1.554819987,1.453318628
1.569749568,1.49318334,1.419699848,1.554819987,1.680129066,1.497139174
1.49318334,1.419699848,1.554819987,1.680129066,1.617065242,1.497139174
1.419699848,1.554819987,1.680129066,1.617065242,1.60500898,1.497139174
1.554819987,1.680129066,1.617065242,1.60500898,1.991691754,1.497139174
1.680129066,1.617065242,1.60500898,1.991691754,1.557651725,1.497139174
1.617065242,1.60500898,1.991691754,1.557651725,1.675557635,1.497139174
1.60500898,1.991691754,1.557651725,1.675557635,1.495488151,1.497139174
1.991691754,1.557651725,1.675557635,1.495488151,1.358172354,1.497139174
1.557651725,1.675557635,1.495488151,1.358172354,1.304606026,1.497139174
1.675557635,1.495488151,1.358172354,1.304606026,1.700503397,1.497139174
1.495488151,1.358172354,1.304606026,1.700503397,1.892572949,1.497139174
1.358172354,1.304606026,1.700503397,1.892572949,1.482704927,1.497139174
1.304606026,1.700503397,1.892572949,1.482704927,1.648132694,1.497139174
1.700503397,1.892572949,1.482704927,1.648132694,1.49098677,1.497139174
1.892572949,1.482704927,1.648132694,1.49098677,1.949317656,1.744114532
1.482704927,1.648132694,1.49098677,1.949317656,1.998120881,1.744114532
1.648132694,1.49098677,1.949317656,1.998120881,1.725268415,1.688585939
1.49098677,1.949317656,1.998120881,1.725268415,2.139279955,1.681441687
1.949317656,1.998120881,1.725268415,2.139279955,1.863581954,1.696009785
1.998120881,1.725268415,2.139279955,1.863581954,1.503687976,1.696009785
1.725268415,2.139279955,1.863581954,1.503687976,1.975329468,1.696009785
2.139279955,1.863581954,1.503687976,1.975329468,2.204359115,1.696009785
1.863581954,1.503687976,1.975329468,2.204359115,1.976744036,1.696009785
1.503687976,1.975329468,2.204359115,1.976744036,1.645172805,1.696009785
1.975329468,2.204359115,1.976744036,1.645172805,1.878843881,1.696009785
2.204359115,1.976744036,1.645172805,1.878843881,1.752054719,1.696009785
1.976744036,1.645172805,1.878843881,1.752054719,1.892135945,1.639412302
1.645172805,1.878843881,1.752054719,1.892135945,1.777979754,1.594443363
1.878843881,1.752054719,1.892135945,1.777979754,1.573232593,1.594443363
1.752054719,1.892135945,1.777979754,1.573232593,1.560482167,1.594443363
1.892135945,1.777979754,1.573232593,1.560482167,1.642855055,1.594443363
1.777979754,1.573232593,1.560482167,1.642855055,2.029736471,1.594443363
1.573232593,1.560482167,1.642855055,2.029736471,1.786414031,1.594443363
1.560482167,1.642855055,2.029736471,1.786414031,1.524367437,1.341041725
1.642855055,2.029736471,1.786414031,1.524367437,1.264921617,1.248836838
2.029736471,1.786414031,1.524367437,1.264921617,1.002061918,1.255228562
1.786414031,1.524367437,1.264921617,1.002061918,1.675148877,1.255228562
1.524367437,1.264921617,1.002061918,1.675148877,0.341985183,1.016040772
1.264921617,1.002061918,1.675148877,0.341985183,1.507569587,1.016040772
1.002061918,1.675148877,0.341985183,1.507569587,0.596164439,1.016040772
1.675148877,0.341985183,1.507569587,0.596164439,0.771778012,0.747232898
0.341985183,1.507569587,0.596164439,0.771778012,1.393431696,0.708545083
1.507569587,0.596164439,0.771778012,1.393431696,1.221020788,0.642818283
0.596164439,0.771778012,1.393431696,1.221020788,0.544476014,0.514894328
0.771778012,1.393431696,1.221020788,0.544476014,0.023286135,0.414127602
1.393431696,1.221020788,0.544476014,0.023286135,0.411554877,0.366441463
1.221020788,0.544476014,0.023286135,0.411554877,0.437915583,0.313595393
0.544476014,0.023286135,0.411554877,0.437915583,0.286255272,0.260987085
0.023286135,0.411554877,0.437915583,0.286255272,0.160062459,0.224564164
0.411554877,0.437915583,0.286255272,0.160062459,0.261699659,0.193615987
0.437915583,0.286255272,0.160062459,0.261699659,0.12405036,0.150104329
0.286255272,0.160062459,0.261699659,0.12405036,0.111499673,0.102343078
0.160062459,0.261699659,0.12405036,0.111499673,0.220039144,0.030081585
0.261699659,0.12405036,0.111499673,0.220039144,-0.030928893,-0.050537396
0.12405036,0.111499673,0.220039144,-0.030928893,0.055438377,-0.120596335
0.111499673,0.220039144,-0.030928893,0.055438377,-0.096967095,-0.185845525
0.220039144,-0.030928893,0.055438377,-0.096967095,-0.357198733,-0.252600107
-0.030928893,0.055438377,-0.096967095,-0.357198733,-0.447463139,-0.326545868
0.055438377,-0.096967095,-0.357198733,-0.447463139,-0.524103678,-0.396631044
-0.096967095,-0.357198733,-0.447463139,-0.524103678,-0.891295989,-0.472430767
-0.357198733,-0.447463139,-0.524103678,-0.891295989,-0.53670759,-0.558299525
-0.447463139,-0.524103678,-0.891295989,-0.53670759,-0.858966452,-0.648821426
-0.524103678,-0.891295989,-0.53670759,-0.858966452,-1.07390553,-0.651470832
-0.891295989,-0.53670759,-0.858966452,-1.07390553,-0.660450393,-0.730661536
-0.53670759,-0.858966452,-1.07390553,-0.660450393,-1.105526846,-0.91270003
-0.858966452,-1.07390553,-0.660450393,-1.105526846,-1.196408635,-1.004235976
-1.07390553,-0.660450393,-1.105526846,-1.196408635,-1.055095344,-1.095930913
-0.660450393,-1.105526846,-1.196408635,-1.055095344,-1.537267435,-1.177073962
-1.105526846,-1.196408635,-1.055095344,-1.537267435,-1.434667262,-1.255715784
-1.196408635,-1.055095344,-1.537267435,-1.434667262,-1.598754021,-1.342072974
-1.055095344,-1.537267435,-1.434667262,-1.598754021,-1.692784857,-1.407925095
-1.537267435,-1.434667262,-1.598754021,-1.692784857,-1.781107694,-1.489770307
-1.434667262,-1.598754021,-1.692784857,-1.781107694,-1.922359089,-1.572727495
-1.598754021,-1.692784857,-1.781107694,-1.922359089,-1.375962144,-1.572727495
-1.692784857,-1.781107694,-1.922359089,-1.375962144,-2.038342267,-1.88489476
-1.781107694,-1.922359089,-1.375962144,-2.038342267,-2.012378558,-1.943689546
-1.922359089,-1.375962144,-2.038342267,-2.012378558,-1.843156914,-1.943689546
-1.375962144,-2.038342267,-2.012378558,-1.843156914,-2.12491801,-2.046919513
-2.038342267,-2.012378558,-1.843156914,-2.12491801,-2.38020142,-2.105173424
-2.012378558,-1.843156914,-2.12491801,-2.38020142,-1.740216748,-2.164415462
-1.843156914,-2.12491801,-2.38020142,-1.740216748,-2.539853235,-2.223522021
-2.12491801,-2.38020142,-1.740216748,-2.539853235,-2.974949588,-2.272525407
-2.38020142,-1.740216748,-2.539853235,-2.974949588,-2.641612607,-2.29404377
-1.740216748,-2.539853235,-2.974949588,-2.641612607,-2.10980355,-2.313774639
-2.539853235,-2.974949588,-2.641612607,-2.10980355,-2.63245115,-2.342265573
-2.974949588,-2.641612607,-2.10980355,-2.63245115,-2.382122775,-2.365349715
-2.641612607,-2.10980355,-2.63245115,-2.382122775,-2.854909218,-2.393409143
-2.10980355,-2.63245115,-2.382122775,-2.854909218,-2.186016952,-2.393409143
-2.63245115,-2.382122775,-2.854909218,-2.186016952,-2.401288673,-2.416066186
-2.382122775,-2.854909218,-2.186016952,-2.401288673,-2.744260035,-2.416066186
-2.854909218,-2.186016952,-2.401288673,-2.744260035,-2.499154207,-2.411664694
-2.186016952,-2.401288673,-2.744260035,-2.499154207,-2.399721815,-2.411603641
-2.401288673,-2.744260035,-2.499154207,-2.399721815,-2.600137596,-2.25500371
-2.744260035,-2.499154207,-2.399721815,-2.600137596,-2.39912302,-2.440606918
-2.499154207,-2.399721815,-2.600137596,-2.39912302,-2.341761857,-2.326023024
-2.399721815,-2.600137596,-2.39912302,-2.341761857,-2.763403675,-2.555610593
-2.600137596,-2.39912302,-2.341761857,-2.763403675,-2.615770378,-2.600502411
-2.39912302,-2.341761857,-2.763403675,-2.615770378,-2.506242629,-2.600502411
-2.341761857,-2.763403675,-2.615770378,-2.506242629,-2.974543176,-2.600502411
-2.763403675,-2.615770378,-2.506242629,-2.974543176,-3.069792665,-2.600502411
-2.615770378,-2.506242629,-2.974543176,-3.069792665,-3.039512901,-2.584544861
-2.506242629,-2.974543176,-3.069792665,-3.039512901,-2.528700685,-2.570633785
-2.974543176,-3.069792665,-3.039512901,-2.528700685,-3.236513076,-2.543207077
-3.069792665,-3.039512901,-2.528700685,-3.236513076,-2.883265646,-2.543207077
-3.039512901,-2.528700685,-3.236513076,-2.883265646,-2.685577862,-2.48884579
-2.528700685,-3.236513076,-2.883265646,-2.685577862,-2.273937745,-2.48884579
-3.236513076,-2.883265646,-2.685577862,-2.273937745,-2.729965468,-2.48884579
-2.883265646,-2.685577862,-2.273937745,-2.729965468,-2.59477413,-2.48884579
-2.685577862,-2.273937745,-2.729965468,-2.59477413,-2.209014041,-2.48884579
-2.273937745,-2.729965468,-2.59477413,-2.209014041,-2.439849386,-2.48884579
-2.729965468,-2.59477413,-2.209014041,-2.439849386,-2.100223355,-2.227301398
-2.59477413,-2.209014041,-2.439849386,-2.100223355,-2.569417344,-2.227301398
-2.209014041,-2.439849386,-2.100223355,-2.569417344,-2.238370641,-2.081965505
-2.439849386,-2.100223355,-2.569417344,-2.238370641,-2.432458991,-2.000364931
-2.100223355,-2.569417344,-2.238370641,-2.432458991,-2.776619017,-1.911570343
-2.569417344,-2.238370641,-2.432458991,-2.776619017,-1.754132942,-1.893464597
-2.238370641,-2.432458991,-2.776619017,-1.754132942,-2.155635774,-1.893464597
-2.432458991,-2.776619017,-1.754132942,-2.155635774,-1.960065121,-1.893464597
-2.776619017,-1.754132942,-2.155635774,-1.960065121,-1.92402474,-1.629068893
-1.754132942,-2.155635774,-1.960065121,-1.92402474,-1.534782246,-1.560435436
-2.155635774,-1.960065121,-1.92402474,-1.534782246,-1.67414064,-1.496235452
-1.960065121,-1.92402474,-1.534782246,-1.67414064,-1.489110637,-1.419162182
-1.92402474,-1.534782246,-1.67414064,-1.489110637,-1.353724491,-1.356075724
-1.534782246,-1.67414064,-1.489110637,-1.353724491,-1.062363152,-1.210099842
-1.67414064,-1.489110637,-1.353724491,-1.062363152,-1.280489745,-1.139638983
-1.489110637,-1.353724491,-1.062363152,-1.280489745,-1.071270649,-1.083744523
-1.353724491,-1.062363152,-1.280489745,-1.071270649,-0.92794551,-1.014019385
-1.062363152,-1.280489745,-1.071270649,-0.92794551,-1.111215385,-0.944582719
-1.280489745,-1.071270649,-0.92794551,-1.111215385,-0.908010529,-0.86761844
-1.071270649,-0.92794551,-1.111215385,-0.908010529,-0.5986152,-0.830496689
-0.92794551,-1.111215385,-0.908010529,-0.5986152,-0.723416378,-0.742640586
-1.111215385,-0.908010529,-0.5986152,-0.723416378,-0.715110593,-0.67579014
-0.908010529,-0.5986152,-0.723416378,-0.715110593,-0.543802973,-0.539462087
-0.5986152,-0.723416378,-0.715110593,-0.543802973,-0.422865094,-0.455544884
-0.723416378,-0.715110593,-0.543802973,-0.422865094,-0.181890871,-0.373552691
-0.715110593,-0.543802973,-0.422865094,-0.181890871,-0.155054336,-0.294448189
-0.543802973,-0.422865094,-0.181890871,-0.155054336,-0.20970089,-0.185604868
-0.422865094,-0.181890871,-0.155054336,-0.20970089,-0.022330973,-0.031913208
-0.181890871,-0.155054336,-0.20970089,-0.022330973,0.15676287,0.123045242
-0.155054336,-0.20970089,-0.022330973,0.15676287,0.242593054,0.248402132
-0.20970089,-0.022330973,0.15676287,0.242593054,0.438770303,0.356847975
-0.022330973,0.15676287,0.242593054,0.438770303,0.530807091,0.461713698
0.15676287,0.242593054,0.438770303,0.530807091,0.789774805,0.571390761
0.242593054,0.438770303,0.530807091,0.789774805,0.807733061,0.683638193
0.438770303,0.530807091,0.789774805,0.807733061,0.782033779,0.803224108
0.530807091,0.789774805,0.807733061,0.782033779,1.037033837,0.912557389
0.789774805,0.807733061,0.782033779,1.037033837,1.073047758,1.018418111
0.807733061,0.782033779,1.037033837,1.073047758,1.148558547,1.10754773
0.782033779,1.037033837,1.073047758,1.148558547,1.212688055,1.190391918
1.037033837,1.073047758,1.148558547,1.212688055,1.214078044,1.190391918
1.073047758,1.148558547,1.212688055,1.214078044,1.614075336,1.508348192
1.148558547,1.212688055,1.214078044,1.614075336,1.518414952,1.508348192
1.212688055,1.214078044,1.614075336,1.518414952,1.925378063,1.7558973
1.214078044,1.614075336,1.518414952,1.925378063,1.935958152,1.839982894
1.614075336,1.518414952,1.925378063,1.935958152,1.84644046,1.924186534
1.518414952,1.925378063,1.935958152,1.84644046,2.010738087,1.924186534
1.925378063,1.935958152,1.84644046,2.010738087,1.748575959,1.924186534
1.935958152,1.84644046,2.010738087,1.748575959,2.064621756,2.213517505
1.84644046,2.010738087,1.748575959,2.064621756,2.365401199,2.131917294
2.010738087,1.748575959,2.064621756,2.365401199,2.575593366,2.42874844
1.748575959,2.064621756,2.365401199,2.575593366,3.019509238,2.533762933
2.064621756,2.365401199,2.575593366,3.019509238,2.852549231,2.632409488
2.365401199,2.575593366,3.019509238,2.852549231,2.546122452,2.719564921
2.575593366,3.019509238,2.852549231,2.546122452,3.009885389,2.914685459
3.019509238,2.852549231,2.546122452,3.009885389,3.418814054,2.914685459
2.852549231,2.546122452,3.009885389,3.418814054,3.680098102,2.914685459
2.546122452,3.009885389,3.418814054,3.680098102,3.372584681,3.254718408
3.009885389,3.418814054,3.680098102,3.372584681,3.758908693,3.40308528
3.418814054,3.680098102,3.372584681,3.758908693,3.495841021,3.466893572
3.680098102,3.372584681,3.758908693,3.495841021,4.691632518,3.54354062
3.372584681,3.758908693,3.495841021,4.691632518,4.386035042,3.54354062
3.758908693,3.495841021,4.691632518,4.386035042,4.32961342,3.54354062
3.495841021,4.691632518,4.386035042,4.32961342,3.965271696,3.54354062
4.691632518,4.386035042,4.32961342,3.965271696,4.226329049,3.755206211
4.386035042,4.32961342,3.965271696,4.226329049,4.229814478,3.6114672
4.32961342,3.965271696,4.226329049,4.229814478,3.340102696,3.813107044
3.965271696,4.226329049,4.229814478,3.340102696,4.720991942,3.813107044
4.226329049,4.229814478,3.340102696,4.720991942,3.401881693,3.813107044
4.229814478,3.340102696,4.720991942,3.401881693,3.769398548,3.826065506
3.340102696,4.720991942,3.401881693,3.769398548,4.147084606,3.826065506
4.720991942,3.401881693,3.769398548,4.147084606,4.830137612,3.826065506
3.401881693,3.769398548,4.147084606,4.830137612,4.116376301,3.826065506
3.769398548,4.147084606,4.830137612,4.116376301,4.146750171,3.826065506
4.147084606,4.830137612,4.116376301,4.146750171,4.777887979,3.726005503
4.830137612,4.116376301,4.146750171,4.777887979,4.25892009,3.726005503
4.116376301,4.146750171,4.777887979,4.25892009,3.861213683,3.667833037
4.146750171,4.777887979,4.25892009,3.861213683,4.270651995,3.60682351
4.777887979,4.25892009,3.861213683,4.270651995,4.068275634,3.60682351
4.25892009,3.861213683,4.270651995,4.068275634,3.569248136,3.60682351
3.861213683,4.270651995,4.068275634,3.569248136,3.358883769,3.60682351
4.270651995,4.068275634,3.569248136,3.358883769,3.250016146,3.60682351
4.068275634,3.569248136,3.358883769,3.250016146,2.802420468,3.287656487
3.569248136,3.358883769,3.250016146,2.802420468,3.932613292,3.287656487
3.358883769,3.250016146,2.802420468,3.932613292,3.641556782,3.287656487
3.250016146,2.802420468,3.932613292,3.641556782,3.340548968,3.287656487
2.802420468,3.932613292,3.641556782,3.340548968,3.086952145,3.287656487
3.932613292,3.641556782,3.340548968,3.086952145,3.351662429,3.287656487
3.641556782,3.340548968,3.086952145,3.351662429,3.214514044,3.287656487
