T-4,T-3,T-2,T-1,T-0,T-0
2.556889817,2.61867568,2.786537306,2.807134186,2.406784319,2.459929822
2.61867568,2.786537306,2.807134186,2.406784319,2.664491594,2.435169177
2.786537306,2.807134186,2.406784319,2.664491594,3.252934152,2.410260602
2.807134186,2.406784319,2.664491594,3.252934152,1.88623309,2.368511223
2.406784319,2.664491594,3.252934152,1.88623309,2.553199001,2.375923122
2.664491594,3.252934152,1.88623309,2.553199001,2.656435281,2.475495663
3.252934152,1.88623309,2.553199001,2.656435281,2.936315351,2.482298987
1.88623309,2.553199001,2.656435281,2.936315351,2.896385802,2.496266966
2.553199001,2.656435281,2.936315351,2.896385802,2.256311836,2.481939164
2.656435281,2.936315351,2.896385802,2.256311836,2.525513977,2.481939164
2.936315351,2.896385802,2.256311836,2.525513977,2.533788186,2.475298038
2.896385802,2.256311836,2.525513977,2.533788186,2.469574583,2.451512787
2.256311836,2.525513977,2.533788186,2.469574583,2.597649032,2.496273657
2.525513977,2.533788186,2.469574583,2.597649032,2.613565516,2.496273657
2.533788186,2.469574583,2.597649032,2.613565516,2.575861891,2.462919866
2.469574583,2.597649032,2.613565516,2.575861891,2.417103885,2.451179453
2.597649032,2.613565516,2.575861891,2.417103885,2.315707423,2.451179453
2.613565516,2.575861891,2.417103885,2.315707423,2.457013091,2.451179453
2.575861891,2.417103885,2.315707423,2.457013091,2.440257826,2.451179453
2.417103885,2.315707423,2.457013091,2.440257826,2.167472721,2.351601915
2.315707423,2.457013091,2.440257826,2.167472721,2.357546037,2.351601915
2.457013091,2.440257826,2.167472721,2.357546037,2.454208028,2.351601915
2.440257826,2.167472721,2.357546037,2.454208028,2.305425229,2.171124608
2.167472721,2.357546037,2.454208028,2.305425229,2.158221085,2.108349424
2.357546037,2.454208028,2.305425229,2.158221085,2.403065708,2.108349424
2.454208028,2.305425229,2.158221085,2.403065708,2.172068214,1.957138004
2.305425229,2.158221085,2.403065708,2.172068214,1.983630116,1.873647286
2.158221085,2.403065708,2.172068214,1.983630116,1.791405396,1.76421818
2.403065708,2.172068214,1.983630116,1.791405396,1.569108557,1.76421818
2.172068214,1.983630116,1.791405396,1.569108557,2.016566861,1.549896612
1.983630116,1.791405396,1.569108557,2.016566861,2.12602216,1.549896612
1.791405396,1.569108557,2.016566861,2.12602216,1.691776728,1.549896612
1.569108557,2.016566861,2.12602216,1.691776728,1.213514562,1.244508069
2.016566861,2.12602216,1.691776728,1.213514562,1.384677633,1.067770616
2.12602216,1.691776728,1.213514562,1.384677633,1.100140464,0.954136213
1.691776728,1.213514562,1.384677633,1.100140464,1.026331939,0.828597049
1.213514562,1.384677633,1.100140464,1.026331939,0.726802082,0.68414237
1.384677633,1.100140464,1.026331939,0.726802082,0.50845472,0.528322298
1.100140464,1.026331939,0.726802082,0.50845472,0.22276102,0.388426888
1.026331939,0.726802082,0.50845472,0.22276102,0.234769685,0.239423086
0.726802082,0.50845472,0.22276102,0.234769685,0.224234065,0.115016101
0.50845472,0.22276102,0.234769685,0.224234065,0.149996598,0.019332904
0.22276102,0.234769685,0.224234065,0.149996598,-0.111966702,-0.140579518
0.234769685,0.224234065,0.149996598,-0.111966702,-0.317835107,-0.327510674
0.224234065,0.149996598,-0.111966702,-0.317835107,-0.343674143,-0.327510674
0.149996598,-0.111966702,-0.317835107,-0.343674143,-0.243529791,-0.327510674
-0.111966702,-0.317835107,-0.343674143,-0.243529791,-0.420786045,-0.327510674
-0.317835107,-0.343674143,-0.243529791,-0.420786045,-0.360125982,-0.327510674
-0.343674143,-0.243529791,-0.420786045,-0.360125982,-0.687000173,-0.759976471
-0.243529791,-0.420786045,-0.360125982,-0.687000173,-0.841479481,-0.759976471
-0.420786045,-0.360125982,-0.687000173,-0.841479481,-0.900635785,-0.759976471
-0.360125982,-0.687000173,-0.841479481,-0.900635785,-0.685278649,-0.759976471
-0.687000173,-0.841479481,-0.900635785,-0.685278649,-0.819238238,-0.759976471
-0.841479481,-0.900635785,-0.685278649,-0.819238238,-0.980958637,-0.759976471
-0.900635785,-0.685278649,-0.819238238,-0.980958637,-0.79965096,-0.759976471
-0.685278649,-0.819238238,-0.980958637,-0.79965096,-0.488413378,-0.759976471
-0.819238238,-0.980958637,-0.79965096,-0.488413378,-0.856904719,-0.759976471
-0.980958637,-0.79965096,-0.488413378,-0.856904719,-0.653522124,-0.759976471
-0.79965096,-0.488413378,-0.856904719,-0.653522124,-0.942251353,-0.759976471
-0.488413378,-0.856904719,-0.653522124,-0.942251353,-0.947644296,-0.759976471
-0.856904719,-0.653522124,-0.942251353,-0.947644296,-0.750921975,-0.759976471
-0.653522124,-0.942251353,-0.947644296,-0.750921975,-0.694160755,-0.759976471
-0.942251353,-0.947644296,-0.750921975,-0.694160755,-0.789977568,-0.759976471
-0.947644296,-0.750921975,-0.694160755,-0.789977568,-0.840257101,-0.759976471
-0.750921975,-0.694160755,-0.789977568,-0.840257101,-0.736771259,-0.759976471
-0.694160755,-0.789977568,-0.840257101,-0.736771259,-0.952381449,-0.759976471
-0.789977568,-0.840257101,-0.736771259,-0.952381449,-0.955346494,-0.759976471
-0.840257101,-0.736771259,-0.952381449,-0.955346494,-0.740358327,-0.759976471
-0.736771259,-0.952381449,-0.955346494,-0.740358327,-0.542484445,-0.759976471
-0.952381449,-0.955346494,-0.740358327,-0.542484445,-1.228058358,-0.759976471
-0.955346494,-0.740358327,-0.542484445,-1.228058358,-0.915541559,-0.759976471
-0.740358327,-0.542484445,-1.228058358,-0.915541559,-0.805123616,-0.759976471
-0.542484445,-1.228058358,-0.915541559,-0.805123616,-0.844813257,-0.759976471
-1.228058358,-0.915541559,-0.805123616,-0.844813257,-0.767965267,-0.759976471
-0.915541559,-0.805123616,-0.844813257,-0.767965267,-0.802394687,-0.759976471
-0.805123616,-0.844813257,-0.767965267,-0.802394687,-3.698485788,-3.668985367
-0.844813257,-0.767965267,-0.802394687,-3.698485788,-4.099697525,-3.668985367
-0.767965267,-0.802394687,-3.698485788,-4.099697525,-3.734349713,-3.668985367
-0.802394687,-3.698485788,-4.099697525,-3.734349713,-3.573969748,-3.944624062
-3.698485788,-4.099697525,-3.734349713,-3.573969748,-3.832231804,-3.679244346
-4.099697525,-3.734349713,-3.573969748,-3.832231804,-4.927958799,-3.679244346
-3.734349713,-3.573969748,-3.832231804,-4.927958799,-4.175863404,-4.03167488
-3.573969748,-3.832231804,-4.927958799,-4.175863404,-5.381963887,-4.03167488
-3.832231804,-4.927958799,-4.175863404,-5.381963887,-3.937462225,-4.03167488
-4.927958799,-4.175863404,-5.381963887,-3.937462225,-4.182241731,-4.03167488
-4.175863404,-5.381963887,-3.937462225,-4.182241731,-3.678607653,-4.03167488
-5.381963887,-3.937462225,-4.182241731,-3.678607653,-4.189462674,-4.03167488
-3.937462225,-4.182241731,-3.678607653,-4.189462674,-4.066598464,-4.03167488
-4.182241731,-3.678607653,-4.189462674,-4.066598464,-4.401871388,-4.03167488
-3.678607653,-4.189462674,-4.066598464,-4.401871388,-3.592216654,-4.03167488
-4.189462674,-4.066598464,-4.401871388,-3.592216654,-4.185483233,-4.03167488
-4.066598464,-4.401871388,-3.592216654,-4.185483233,-3.986716477,-4.03167488
-4.401871388,-3.592216654,-4.185483233,-3.986716477,-3.63735443,-3.747967502
-3.592216654,-4.185483233,-3.986716477,-3.63735443,-3.720655283,-3.747967502
-4.185483233,-3.986716477,-3.63735443,-3.720655283,-3.707056308,-3.571475901
-3.986716477,-3.63735443,-3.720655283,-3.707056308,-3.518642777,-3.571475901
-3.63735443,-3.720655283,-3.707056308,-3.518642777,-3.599817223,-3.571475901
-3.720655283,-3.707056308,-3.518642777,-3.599817223,-3.427038099,-3.571475901
-3.707056308,-3.518642777,-3.599817223,-3.427038099,-3.556267484,-3.571475901
-3.518642777,-3.599817223,-3.427038099,-3.556267484,-3.629828863,-3.571475901
-3.599817223,-3.427038099,-3.556267484,-3.629828863,-3.725980126,-3.571475901
-3.427038099,-3.556267484,-3.629828863,-3.725980126,-3.651389666,-3.571475901
-3.556267484,-3.629828863,-3.725980126,-3.651389666,-3.631589859,-3.571475901
-3.629828863,-3.725980126,-3.651389666,-3.631589859,-3.637816851,-3.571475901
-3.725980126,-3.651389666,-3.631589859,-3.637816851,-3.551321846,-3.571475901
-3.651389666,-3.631589859,-3.637816851,-3.551321846,-4.250246422,-3.571475901
-3.631589859,-3.637816851,-3.551321846,-4.250246422,-3.64669684,-3.571475901
-3.637816851,-3.551321846,-4.250246422,-3.64669684,-3.706164081,-3.571475901
-3.551321846,-4.250246422,-3.64669684,-3.706164081,-3.35923821,-3.571475901
-4.250246422,-3.64669684,-3.706164081,-3.35923821,-3.578177452,-3.571475901
-3.64669684,-3.706164081,-3.35923821,-3.578177452,-4.248989352,-3.571475901
-3.706164081,-3.35923821,-3.578177452,-4.248989352,-1.389355974,-1.4484725
-3.35923821,-3.578177452,-4.248989352,-1.389355974,-1.491885115,-1.4484725
-3.578177452,-4.248989352,-1.389355974,-1.491885115,-1.10903828,-1.217836715
-4.248989352,-1.389355974,-1.491885115,-1.10903828,-0.925336692,-1.062606853
-1.389355974,-1.491885115,-1.10903828,-0.925336692,-1.019618787,-0.912737141
-1.491885115,-1.10903828,-0.925336692,-1.019618787,-0.992971296,-0.75803722
-1.10903828,-0.925336692,-1.019618787,-0.992971296,-0.514905971,-0.609502263
-0.925336692,-1.019618787,-0.992971296,-0.514905971,-0.466739259,-0.473518721
-1.019618787,-0.992971296,-0.514905971,-0.466739259,-0.547084735,-0.344328881
-0.992971296,-0.514905971,-0.466739259,-0.547084735,-0.194077517,-0.231491202
-0.514905971,-0.466739259,-0.547084735,-0.194077517,-0.17378125,-0.07528038
-0.466739259,-0.547084735,-0.194077517,-0.17378125,0.142311661,0.104403731
-0.547084735,-0.194077517,-0.17378125,0.142311661,0.292675157,0.263712643
-0.194077517,-0.17378125,0.142311661,0.292675157,0.49346889,0.440482428
-0.17378125,0.142311661,0.292675157,0.49346889,0.613113626,0.629972157
0.142311661,0.292675157,0.49346889,0.613113626,0.809027739,0.849301576
0.292675157,0.49346889,0.613113626,0.809027739,1.275929756,1.053302814
0.49346889,0.613113626,0.809027739,1.275929756,1.13341063,1.15349896
0.613113626,0.809027739,1.275929756,1.13341063,1.266264099,1.311280446
0.809027739,1.275929756,1.13341063,1.266264099,1.248833531,1.311280446
1.275929756,1.13341063,1.266264099,1.248833531,2.179422292,1.670662723
1.13341063,1.266264099,1.248833531,2.179422292,1.987375703,1.858376214
1.266264099,1.248833531,2.179422292,1.987375703,2.032201483,1.759539533
1.248833531,2.179422292,1.987375703,2.032201483,2.176110092,1.934992633
2.179422292,1.987375703,2.032201483,2.176110092,1.764959106,1.804073377
1.987375703,2.032201483,2.176110092,1.764959106,2.66021692,2.599981808
2.032201483,2.176110092,1.764959106,2.66021692,2.630602671,2.599981808
2.176110092,1.764959106,2.66021692,2.630602671,2.499111872,2.883753224
1.764959106,2.66021692,2.630602671,2.499111872,3.631656158,2.883753224
2.66021692,2.630602671,2.499111872,3.631656158,4.00430053,3.312046531
2.630602671,2.499111872,3.631656158,4.00430053,3.978389662,3.485625892
2.499111872,3.631656158,4.00430053,3.978389662,3.980033028,3.636691367
3.631656158,4.00430053,3.978389662,3.980033028,3.624184235,3.698854849
4.00430053,3.978389662,3.980033028,3.624184235,3.60253624,3.849307115
3.978389662,3.980033028,3.624184235,3.60253624,3.255992686,3.590132578
3.980033028,3.624184235,3.60253624,3.255992686,4.229308253,4.018895657
3.624184235,3.60253624,3.255992686,4.229308253,4.461816227,3.988852024
3.60253624,3.255992686,4.229308253,4.461816227,4.158757585,3.974348997
3.255992686,4.229308253,4.461816227,4.158757585,4.657776956,3.974348997
4.229308253,4.461816227,4.158757585,4.657776956,4.596795987,3.974348997
4.461816227,4.158757585,4.657776956,4.596795987,4.410710258,3.974348997
4.158757585,4.657776956,4.596795987,4.410710258,4.415736611,3.974348997
4.657776956,4.596795987,4.410710258,4.415736611,4.046412409,3.974348997
4.596795987,4.410710258,4.415736611,4.046412409,5.176505494,4.690697072
4.410710258,4.415736611,4.046412409,5.176505494,4.858364255,4.690697072
4.415736611,4.046412409,5.176505494,4.858364255,4.404302915,4.897593286
4.046412409,5.176505494,4.858364255,4.404302915,4.985257575,4.897593286
5.176505494,4.858364255,4.404302915,4.985257575,5.234684837,4.917867165
4.858364255,4.404302915,4.985257575,5.234684837,5.356871834,4.917867165
4.404302915,4.985257575,5.234684837,5.356871834,5.038151294,4.966574197
4.985257575,5.234684837,5.356871834,5.038151294,4.961578542,4.966574197
5.234684837,5.356871834,5.038151294,4.961578542,5.611541663,4.892882338
5.356871834,5.038151294,4.961578542,5.611541663,5.729100446,4.892882338
5.038151294,4.961578542,5.611541663,5.729100446,5.162028125,4.892882338
4.961578542,5.611541663,5.729100446,5.162028125,5.266549986,4.758030065
5.611541663,5.729100446,5.162028125,5.266549986,5.787752373,4.741402612
5.729100446,5.162028125,5.266549986,5.787752373,4.699347685,4.741402612
5.162028125,5.266549986,5.787752373,4.699347685,4.645447363,4.741402612
5.266549986,5.787752373,4.699347685,4.645447363,4.817815932,4.741402612
5.787752373,4.699347685,4.645447363,4.817815932,4.659519187,4.741402612
4.699347685,4.645447363,4.817815932,4.659519187,4.764362246,4.741402612
4.645447363,4.817815932,4.659519187,4.764362246,4.676325077,4.464706574
4.817815932,4.659519187,4.764362246,4.676325077,4.466444624,4.464706574
4.659519187,4.764362246,4.676325077,4.466444624,4.632984966,4.464706574
4.764362246,4.676325077,4.466444624,4.632984966,4.390828125,4.464706574
4.676325077,4.466444624,4.632984966,4.390828125,4.463366564,4.464706574
4.466444624,4.632984966,4.390828125,4.463366564,4.226091926,4.464706574
4.632984966,4.390828125,4.463366564,4.226091926,3.624381445,3.559208076
4.390828125,4.463366564,4.226091926,3.624381445,3.675758731,3.405225182
4.463366564,4.226091926,3.624381445,3.675758731,3.724053739,3.270101471
4.226091926,3.624381445,3.675758731,3.724053739,3.60875595,3.270101471
3.624381445,3.675758731,3.724053739,3.60875595,4.17138195,3.270101471
3.675758731,3.724053739,3.60875595,4.17138195,3.679318681,3.270101471
3.724053739,3.60875595,4.17138195,3.679318681,4.216770692,3.270101471
3.60875595,4.17138195,3.679318681,4.216770692,3.262880765,3.270101471
4.17138195,3.679318681,4.216770692,3.262880765,3.583263011,2.434385465
3.679318681,4.216770692,3.262880765,3.583263011,2.508212826,2.362684919
4.216770692,3.262880765,3.583263011,2.508212826,2.610354874,2.362684919
3.262880765,3.583263011,2.508212826,2.610354874,2.880867383,2.362684919
3.583263011,2.508212826,2.610354874,2.880867383,2.634877619,2.362684919
2.508212826,2.610354874,2.880867383,2.634877619,2.076814105,2.362684919
2.610354874,2.880867383,2.634877619,2.076814105,3.085993501,2.362684919
2.880867383,2.634877619,2.076814105,3.085993501,1.67727887,1.711376345
2.634877619,2.076814105,3.085993501,1.67727887,1.664080189,1.711376345
2.076814105,3.085993501,1.67727887,1.664080189,1.842046183,1.711376345
3.085993501,1.67727887,1.664080189,1.842046183,1.679166028,1.711376345
1.67727887,1.664080189,1.842046183,1.679166028,2.314957726,1.711376345
1.664080189,1.842046183,1.679166028,2.314957726,0.635731867,0.607255182
1.842046183,1.679166028,2.314957726,0.635731867,0.684062664,0.422408091
1.679166028,2.314957726,0.635731867,0.684062664,0.399232392,0.258811688
2.314957726,0.635731867,0.684062664,0.399232392,0.170192207,0.108151736
0.635731867,0.684062664,0.399232392,0.170192207,-0.078792781,-0.108274566
0.684062664,0.399232392,0.170192207,-0.078792781,-0.136758956,-0.110042568
0.399232392,0.170192207,-0.078792781,-0.136758956,-0.612390678,-0.520743876
0.170192207,-0.078792781,-0.136758956,-0.612390678,-0.811903914,-0.728654117
-0.078792781,-0.136758956,-0.612390678,-0.811903914,-0.970159354,-0.908548145
-0.136758956,-0.612390678,-0.811903914,-0.970159354,-0.885037402,-0.908548145
-0.612390678,-0.811903914,-0.970159354,-0.885037402,-0.792387728,-0.971710578
-0.811903914,-0.970159354,-0.885037402,-0.792387728,-0.968232653,-1.098728891
-0.970159354,-0.885037402,-0.792387728,-0.968232653,-1.229991388,-1.098728891
-0.885037402,-0.792387728,-0.968232653,-1.229991388,-1.071592981,-1.098728891
-0.792387728,-0.968232653,-1.229991388,-1.071592981,-1.248736579,-1.098728891
-0.968232653,-1.229991388,-1.071592981,-1.248736579,-1.12627256,-1.098728891
-1.229991388,-1.071592981,-1.248736579,-1.12627256,-1.081745146,-1.098728891
-1.071592981,-1.248736579,-1.12627256,-1.081745146,-1.091880898,-1.098728891
-1.248736579,-1.12627256,-1.081745146,-1.091880898,-1.113728783,-1.098728891
-1.12627256,-1.081745146,-1.091880898,-1.113728783,-0.980092105,-1.098728891
-1.081745146,-1.091880898,-1.113728783,-0.980092105,-1.054645653,-1.098728891
-1.091880898,-1.113728783,-0.980092105,-1.054645653,-1.391136653,-1.098728891
-1.113728783,-0.980092105,-1.054645653,-1.391136653,-1.236737808,-1.098728891
-0.980092105,-1.054645653,-1.391136653,-1.236737808,-1.30564227,-1.098728891
-1.054645653,-1.391136653,-1.236737808,-1.30564227,-1.447703731,-1.098728891
-1.391136653,-1.236737808,-1.30564227,-1.447703731,-1.189757225,-1.098728891
-1.236737808,-1.30564227,-1.447703731,-1.189757225,-1.30267935,-1.098728891
-1.30564227,-1.447703731,-1.189757225,-1.30267935,-0.989187104,-1.098728891
-1.447703731,-1.189757225,-1.30267935,-0.989187104,-1.180380824,-1.098728891
-1.189757225,-1.30267935,-0.989187104,-1.180380824,-1.027324769,-1.098728891
-1.30267935,-0.989187104,-1.180380824,-1.027324769,-1.257917342,-1.098728891
-0.989187104,-1.180380824,-1.027324769,-1.257917342,-0.894533491,-1.098728891
-1.180380824,-1.027324769,-1.257917342,-0.894533491,-1.067394165,-1.098728891
-1.027324769,-1.257917342,-0.894533491,-1.067394165,-1.130422912,-1.098728891
-1.257917342,-0.894533491,-1.067394165,-1.130422912,-1.011288234,-1.098728891
-0.894533491,-1.067394165,-1.130422912,-1.011288234,-1.090298089,-1.098728891
-1.067394165,-1.130422912,-1.011288234,-1.090298089,-1.017326108,-1.098728891
-1.130422912,-1.011288234,-1.090298089,-1.017326108,-1.551773096,-1.098728891
-1.011288234,-1.090298089,-1.017326108,-1.551773096,-1.131441973,-1.098728891
-1.090298089,-1.017326108,-1.551773096,-1.131441973,-1.33670543,-1.098728891
-1.017326108,-1.551773096,-1.131441973,-1.33670543,-1.182918555,-1.098728891
-1.551773096,-1.131441973,-1.33670543,-1.182918555,-1.121875714,-1.098728891
-1.131441973,-1.33670543,-1.182918555,-1.121875714,-0.978786358,-1.098728891
-1.33670543,-1.182918555,-1.121875714,-0.978786358,-0.994695027,-1.098728891
-1.182918555,-1.121875714,-0.978786358,-0.994695027,-1.161930641,-1.098728891
-1.121875714,-0.978786358,-0.994695027,-1.161930641,-0.771588504,-1.098728891
-0.978786358,-0.994695027,-1.161930641,-0.771588504,-1.110973337,-1.098728891
-0.994695027,-1.161930641,-0.771588504,-1.110973337,-0.825944092,-1.098728891
-1.161930641,-0.771588504,-1.110973337,-0.825944092,-1.13062871,-1.098728891
-0.771588504,-1.110973337,-0.825944092,-1.13062871,-1.162323623,-1.098728891
-1.110973337,-0.825944092,-1.13062871,-1.162323623,-0.924277903,-1.098728891
-0.825944092,-1.13062871,-1.162323623,-0.924277903,-1.162663106,-1.098728891
-1.13062871,-1.162323623,-0.924277903,-1.162663106,-1.001556254,-1.098728891
-1.162323623,-0.924277903,-1.162663106,-1.001556254,-1.090827169,-1.098728891
-0.924277903,-1.162663106,-1.001556254,-1.090827169,-0.982414973,-1.098728891
-1.162663106,-1.001556254,-1.090827169,-0.982414973,-1.214786939,-1.098728891
-1.001556254,-1.090827169,-0.982414973,-1.214786939,-0.889753295,-1.098728891
-1.090827169,-0.982414973,-1.214786939,-0.889753295,-1.032385194,-1.098728891
-0.982414973,-1.214786939,-0.889753295,-1.032385194,-1.173711492,-1.098728891
-1.214786939,-0.889753295,-1.032385194,-1.173711492,-1.112219807,-1.098728891
-0.889753295,-1.032385194,-1.173711492,-1.112219807,-3.070250184,-3.09224466
-1.032385194,-1.173711492,-1.112219807,-3.070250184,-3.162266626,-2.985575398
-1.173711492,-1.112219807,-3.070250184,-3.162266626,-2.931050775,-2.866735625
-1.112219807,-3.070250184,-3.162266626,-2.931050775,-2.770549812,-2.866735625
-3.070250184,-3.162266626,-2.931050775,-2.770549812,-2.825605659,-2.632199809
-3.162266626,-2.931050775,-2.770549812,-2.825605659,-2.711467364,-2.632199809
-2.931050775,-2.770549812,-2.825605659,-2.711467364,-2.286393896,-2.387254345
-2.770549812,-2.825605659,-2.711467364,-2.286393896,-2.978968479,-2.387254345
-2.825605659,-2.711467364,-2.286393896,-2.978968479,-2.516552049,-2.387254345
-2.711467364,-2.286393896,-2.978968479,-2.516552049,-2.751120085,-2.387254345
-2.286393896,-2.978968479,-2.516552049,-2.751120085,-1.824521659,-1.950255548
-2.978968479,-2.516552049,-2.751120085,-1.824521659,-2.191915869,-1.950255548
-2.516552049,-2.751120085,-1.824521659,-2.191915869,-2.345866661,-1.950255548
-2.751120085,-1.824521659,-2.191915869,-2.345866661,-2.042823422,-1.950255548
-1.824521659,-2.191915869,-2.345866661,-2.042823422,-2.279416271,-1.950255548
-2.191915869,-2.345866661,-2.042823422,-2.279416271,-1.728267712,-1.439231105
-2.345866661,-2.042823422,-2.279416271,-1.728267712,-1.481095646,-1.411661291
-2.042823422,-2.279416271,-1.728267712,-1.481095646,-1.334439399,-1.382881147
-2.279416271,-1.728267712,-1.481095646,-1.334439399,-1.410258094,-1.287754943
-1.728267712,-1.481095646,-1.334439399,-1.410258094,-1.246363241,-1.139131577
-1.481095646,-1.334439399,-1.410258094,-1.246363241,-1.043420016,-0.978036926
-1.334439399,-1.410258094,-1.246363241,-1.043420016,-1.053934877,-0.805588303
-1.410258094,-1.246363241,-1.043420016,-1.053934877,-0.529836806,-0.597552336
-1.246363241,-1.043420016,-1.053934877,-0.529836806,-0.358934495,-0.363615022
-1.043420016,-1.053934877,-0.529836806,-0.358934495,-0.338869791,-0.138305283
-1.053934877,-0.529836806,-0.358934495,-0.338869791,0.089656098,0.084307823
-0.529836806,-0.358934495,-0.338869791,0.089656098,0.314308036,0.084307823
-0.358934495,-0.338869791,0.089656098,0.314308036,0.099653483,0.084307823
-0.338869791,0.089656098,0.314308036,0.099653483,0.062194588,0.084307823
0.089656098,0.314308036,0.099653483,0.062194588,0.144013192,0.084307823
0.314308036,0.099653483,0.062194588,0.144013192,-0.049724553,0.084307823
0.099653483,0.062194588,0.144013192,-0.049724553,0.080377581,0.084307823
0.062194588,0.144013192,-0.049724553,0.080377581,-0.040012708,0.084307823
0.144013192,-0.049724553,0.080377581,-0.040012708,0.039133513,0.084307823
-0.049724553,0.080377581,-0.040012708,0.039133513,0.087749076,0.084307823
0.080377581,-0.040012708,0.039133513,0.087749076,-0.013052756,0.084307823
-0.040012708,0.039133513,0.087749076,-0.013052756,-0.121697214,0.084307823
0.039133513,0.087749076,-0.013052756,-0.121697214,-0.059702624,0.084307823
0.087749076,-0.013052756,-0.121697214,-0.059702624,0.08804137,0.084307823
-0.013052756,-0.121697214,-0.059702624,0.08804137,0.115428799,0.084307823
-0.121697214,-0.059702624,0.08804137,0.115428799,0.03291348,0.084307823
-0.059702624,0.08804137,0.115428799,0.03291348,0.053432832,0.084307823
0.08804137,0.115428799,0.03291348,0.053432832,0.042129173,0.084307823
0.115428799,0.03291348,0.053432832,0.042129173,0.115176159,0.084307823
0.03291348,0.053432832,0.042129173,0.115176159,0.033298153,0.084307823
0.053432832,0.042129173,0.115176159,0.033298153,0.002373504,0.084307823
0.042129173,0.115176159,0.033298153,0.002373504,-0.082889227,0.084307823
0.115176159,0.033298153,0.002373504,-0.082889227,0.053302778,0.084307823
0.033298153,0.002373504,-0.082889227,0.053302778,-0.045351593,0.084307823
0.002373504,-0.082889227,0.053302778,-0.045351593,0.184147103,0.084307823
-0.082889227,0.053302778,-0.045351593,0.184147103,-0.010571708,0.084307823
0.053302778,-0.045351593,0.184147103,-0.010571708,0.181798203,0.084307823
-0.045351593,0.184147103,-0.010571708,0.181798203,0.085164008,0.084307823
0.184147103,-0.010571708,0.181798203,0.085164008,0.097641901,0.084307823
-0.010571708,0.181798203,0.085164008,0.097641901,0.251309947,0.084307823
0.181798203,0.085164008,0.097641901,0.251309947,0.029443911,0.084307823
0.085164008,0.097641901,0.251309947,0.029443911,0.0763398,0.084307823
0.097641901,0.251309947,0.029443911,0.0763398,0.121068074,0.084307823
0.251309947,0.029443911,0.0763398,0.121068074,0.123355468,0.084307823
0.029443911,0.0763398,0.121068074,0.123355468,-0.097193394,0.084307823
0.0763398,0.121068074,0.123355468,-0.097193394,0.034283495,0.084307823
0.121068074,0.123355468,-0.097193394,0.034283495,0.021934372,0.084307823
0.123355468,-0.097193394,0.034283495,0.021934372,-0.026482912,0.084307823
-0.097193394,0.034283495,0.021934372,-0.026482912,0.16846227,0.084307823
0.034283495,0.021934372,-0.026482912,0.16846227,0.148424101,0.084307823
0.021934372,-0.026482912,0.16846227,0.148424101,0.102113807,0.084307823
-0.026482912,0.16846227,0.148424101,0.102113807,-0.09706287,0.084307823
0.16846227,0.148424101,0.102113807,-0.09706287,0.168634449,0.084307823
0.148424101,0.102113807,-0.09706287,0.168634449,-0.056885479,0.084307823
0.102113807,-0.09706287,0.168634449,-0.056885479,0.133032156,0.084307823
-0.09706287,0.168634449,-0.056885479,0.133032156,0.094894521,0.084307823
0.168634449,-0.056885479,0.133032156,0.094894521,0.256730684,0.084307823
-0.056885479,0.133032156,0.094894521,0.256730684,-0.105678758,0.084307823
0.133032156,0.094894521,0.256730684,-0.105678758,0.233403383,0.084307823
0.094894521,0.256730684,-0.105678758,0.233403383,0.155879672,0.084307823
0.256730684,-0.105678758,0.233403383,0.155879672,0.14218769,0.084307823
-0.105678758,0.233403383,0.155879672,0.14218769,0.020427769,0.084307823
0.233403383,0.155879672,0.14218769,0.020427769,3.009495489,3.134145588
0.155879672,0.14218769,0.020427769,3.009495489,3.261147715,3.134145588
0.14218769,0.020427769,3.009495489,3.261147715,3.086589132,3.134145588
0.020427769,3.009495489,3.261147715,3.086589132,2.865370856,2.880411846
3.009495489,3.261147715,3.086589132,2.865370856,2.711481147,2.734195085
3.261147715,3.086589132,2.865370856,2.711481147,3.152716694,2.734195085
3.086589132,2.865370856,2.711481147,3.152716694,2.787149678,2.473562656
2.865370856,2.711481147,3.152716694,2.787149678,2.536112756,2.473562656
2.711481147,3.152716694,2.787149678,2.536112756,2.503689391,2.24980404
3.152716694,2.787149678,2.536112756,2.503689391,1.983129719,2.122281211
2.787149678,2.536112756,2.503689391,1.983129719,2.281253113,2.009736653
2.536112756,2.503689391,1.983129719,2.281253113,2.024134085,1.881825935
2.503689391,1.983129719,2.281253113,2.024134085,2.11028429,1.726258633
1.983129719,2.281253113,2.024134085,2.11028429,1.619175616,1.620901074
2.281253113,2.024134085,2.11028429,1.619175616,1.788323796,1.543210744
2.024134085,2.11028429,1.619175616,1.788323796,1.403226956,1.464957748
2.11028429,1.619175616,1.788323796,1.403226956,1.675040456,1.394138472
1.619175616,1.788323796,1.403226956,1.675040456,1.463250794,1.376862809
1.788323796,1.403226956,1.675040456,1.463250794,1.32381565,1.363175861
1.403226956,1.675040456,1.463250794,1.32381565,1.508228944,1.337445568
1.675040456,1.463250794,1.32381565,1.508228944,1.674854602,1.312360436
1.463250794,1.32381565,1.508228944,1.674854602,1.048319182,1.317188436
1.32381565,1.508228944,1.674854602,1.048319182,1.177668053,1.324025853
1.508228944,1.674854602,1.048319182,1.177668053,1.319667584,1.145812245
