T-4,T-3,T-2,T-1,T-0,Effort
-4.960070012,-4.607724831,-4.404367594,-4.853929155,-2.95236077,-4.793925373
-4.607724831,-4.404367594,-4.853929155,-2.95236077,-2.776033354,-4.793925373
-4.404367594,-4.853929155,-2.95236077,-2.776033354,-2.859783978,-4.793925373
-4.853929155,-2.95236077,-2.776033354,-2.859783978,-4.270309909,-4.793925373
-2.95236077,-2.776033354,-2.859783978,-4.270309909,-4.039318646,-2.935030463
-2.776033354,-2.859783978,-4.270309909,-4.039318646,-3.417759945,-2.837105814
-2.859783978,-4.270309909,-4.039318646,-3.417759945,-3.574827487,-2.754538843
-4.270309909,-4.039318646,-3.417759945,-3.574827487,-3.903814301,-2.64837202
-4.039318646,-3.417759945,-3.574827487,-3.903814301,-3.877128489,-2.566781963
-3.417759945,-3.574827487,-3.903814301,-3.877128489,-4.106610807,-2.517165387
-3.574827487,-3.903814301,-3.877128489,-4.106610807,-3.1363522,-2.415114322
-3.903814301,-3.877128489,-4.106610807,-3.1363522,-3.74542442,-2.340521362
-3.877128489,-4.106610807,-3.1363522,-3.74542442,-3.257875626,-2.296037472
-4.106610807,-3.1363522,-3.74542442,-3.257875626,-3.239266566,-2.399629626
-3.1363522,-3.74542442,-3.257875626,-3.239266566,-3.3168204,-2.401065533
-3.74542442,-3.257875626,-3.239266566,-3.3168204,-3.241270208,-2.381516895
-3.257875626,-3.239266566,-3.3168204,-3.241270208,-3.154741777,-2.349725042
-3.239266566,-3.3168204,-3.241270208,-3.154741777,-2.978969029,-2.349975403
-3.3168204,-3.241270208,-3.154741777,-2.978969029,-3.093663816,-2.344557362
-3.241270208,-3.154741777,-2.978969029,-3.093663816,-2.73364442,-2.310035712
-3.154741777,-2.978969029,-3.093663816,-2.73364442,-2.283293679,-2.315849545
-2.978969029,-3.093663816,-2.73364442,-2.283293679,-2.624419913,-2.403665316
-3.093663816,-2.73364442,-2.283293679,-2.624419913,-2.427088548,-2.379777387
-2.73364442,-2.283293679,-2.624419913,-2.427088548,-2.580543159,-2.35223819
-2.283293679,-2.624419913,-2.427088548,-2.580543159,-2.293776727,-2.413998268
-2.624419913,-2.427088548,-2.580543159,-2.293776727,-1.743993713,-2.455915659
-2.427088548,-2.580543159,-2.293776727,-1.743993713,-1.689656092,-2.503210582
-2.580543159,-2.293776727,-1.743993713,-1.689656092,-1.295467119,-2.416624063
-2.293776727,-1.743993713,-1.689656092,-1.295467119,-1.085128523,-2.41000865
-1.743993713,-1.689656092,-1.295467119,-1.085128523,-1.393771147,-2.172171719
-1.689656092,-1.295467119,-1.085128523,-1.393771147,-0.978344546,-1.542836786
-1.295467119,-1.085128523,-1.393771147,-0.978344546,-1.022748516,-1.09850744
-1.085128523,-1.393771147,-0.978344546,-1.022748516,-0.474921767,-1.175918335
-1.393771147,-0.978344546,-1.022748516,-0.474921767,-0.573653336,-1.203897529
-0.978344546,-1.022748516,-0.474921767,-0.573653336,-0.640754958,-0.894613063
-1.022748516,-0.474921767,-0.573653336,-0.640754958,-0.426412565,-0.607408474
-0.474921767,-0.573653336,-0.640754958,-0.426412565,0.104111619,-0.582527341
-0.573653336,-0.640754958,-0.426412565,0.104111619,0.071021469,-0.550143239
-0.640754958,-0.426412565,0.104111619,0.071021469,-0.11578229,-0.421610658
-0.426412565,0.104111619,0.071021469,-0.11578229,-0.028203725,-0.421610658
0.104111619,0.071021469,-0.11578229,-0.028203725,0.673537319,0.145953223
0.071021469,-0.11578229,-0.028203725,0.673537319,0.934648598,-0.096269794
-0.11578229,-0.028203725,0.673537319,0.934648598,1.24119797,-0.096269794
-0.028203725,0.673537319,0.934648598,1.24119797,1.867705086,-0.096269794
0.673537319,0.934648598,1.24119797,1.867705086,1.598815731,0.63721706
0.934648598,1.24119797,1.867705086,1.598815731,1.519637679,1.004629594
1.24119797,1.867705086,1.598815731,1.519637679,1.274149066,1.469296237
1.867705086,1.598815731,1.519637679,1.274149066,2.503401413,1.652129372
1.598815731,1.519637679,1.274149066,2.503401413,2.370517719,1.652129372
1.519637679,1.274149066,2.503401413,2.370517719,2.318211921,1.652129372
1.274149066,2.503401413,2.370517719,2.318211921,2.398240678,1.652129372
2.503401413,2.370517719,2.318211921,2.398240678,3.066377627,2.433386763
2.370517719,2.318211921,2.398240678,3.066377627,3.274719546,2.205169141
2.318211921,2.398240678,3.066377627,3.274719546,2.835491488,2.582786762
2.398240678,3.066377627,3.274719546,2.835491488,3.24466632,2.422808581
3.066377627,3.274719546,2.835491488,3.24466632,3.793961475,3.225018407
3.274719546,2.835491488,3.24466632,3.793961475,3.670486498,3.225018407
2.835491488,3.24466632,3.793961475,3.670486498,3.64588669,3.00613653
3.24466632,3.793961475,3.670486498,3.64588669,4.245322828,3.36662783
3.793961475,3.670486498,3.64588669,4.245322828,3.752248854,3.671778342
3.670486498,3.64588669,4.245322828,3.752248854,4.249869471,3.671778342
3.64588669,4.245322828,3.752248854,4.249869471,4.112489816,3.671778342
4.245322828,3.752248854,4.249869471,4.112489816,4.426612852,4.23288806
3.752248854,4.249869471,4.112489816,4.426612852,4.462153059,4.23288806
4.249869471,4.112489816,4.426612852,4.462153059,4.995984142,4.23288806
4.112489816,4.426612852,4.462153059,4.995984142,4.904139781,4.203948282
4.426612852,4.462153059,4.995984142,4.904139781,4.606266635,4.514067864
4.462153059,4.995984142,4.904139781,4.606266635,4.54167769,4.514067864
4.995984142,4.904139781,4.606266635,4.54167769,4.716507843,4.573132899
4.904139781,4.606266635,4.54167769,4.716507843,4.250652959,4.573132899
4.606266635,4.54167769,4.716507843,4.250652959,4.2700745,4.573132899
4.54167769,4.716507843,4.250652959,4.2700745,4.06013147,4.50574947
4.716507843,4.250652959,4.2700745,4.06013147,4.149410871,4.71968051
4.250652959,4.2700745,4.06013147,4.149410871,2.722221746,4.471586032
4.2700745,4.06013147,4.149410871,2.722221746,3.364894241,4.292337036
4.06013147,4.149410871,2.722221746,3.364894241,3.417939574,4.020281053
4.149410871,2.722221746,3.364894241,3.417939574,2.394681727,3.803983279
2.722221746,3.364894241,3.417939574,2.394681727,2.474704919,3.685039164
3.364894241,3.417939574,2.394681727,2.474704919,2.69242557,3.458440393
3.417939574,2.394681727,2.474704919,2.69242557,2.9769328,3.215391286
2.394681727,2.474704919,2.69242557,2.9769328,2.410525835,3.061580997
2.474704919,2.69242557,2.9769328,2.410525835,2.267087462,2.842207073
2.69242557,2.9769328,2.410525835,2.267087462,2.761620742,2.875205652
2.9769328,2.410525835,2.267087462,2.761620742,3.096039106,2.765144269
2.410525835,2.267087462,2.761620742,3.096039106,4.018933455,2.683837424
2.267087462,2.761620742,3.096039106,4.018933455,3.561696548,2.56251807
2.761620742,3.096039106,4.018933455,3.561696548,3.841322974,2.472701362
3.096039106,4.018933455,3.561696548,3.841322974,3.634650375,2.429661498
4.018933455,3.561696548,3.841322974,3.634650375,3.570523644,2.419494485
3.561696548,3.841322974,3.634650375,3.570523644,3.360176203,2.463242245
3.841322974,3.634650375,3.570523644,3.360176203,3.37910517,2.519577291
3.634650375,3.570523644,3.360176203,3.37910517,2.781637522,2.489580805
3.570523644,3.360176203,3.37910517,2.781637522,2.741643937,2.43390637
3.360176203,3.37910517,2.781637522,2.741643937,3.302383375,2.417466357
3.37910517,2.781637522,2.741643937,3.302383375,3.315343979,2.384053884
2.781637522,2.741643937,3.302383375,3.315343979,2.278015119,2.37441177
2.741643937,3.302383375,3.315343979,2.278015119,2.359896372,2.335253938
3.302383375,3.315343979,2.278015119,2.359896372,2.922663326,2.317613061
3.315343979,2.278015119,2.359896372,2.922663326,1.994195987,2.373189358
2.278015119,2.359896372,2.922663326,1.994195987,2.432867087,2.35359391
2.359896372,2.922663326,1.994195987,2.432867087,2.617746732,2.315764748
2.922663326,1.994195987,2.432867087,2.617746732,2.357807428,2.345435564
1.994195987,2.432867087,2.617746732,2.357807428,1.747320544,2.345435564
2.432867087,2.617746732,2.357807428,1.747320544,1.636528851,2.347860986
2.617746732,2.357807428,1.747320544,1.636528851,1.486749935,2.435433961
2.357807428,1.747320544,1.636528851,1.486749935,1.187723816,2.165030511
1.747320544,1.636528851,1.486749935,1.187723816,1.370187983,1.842841477
1.636528851,1.486749935,1.187723816,1.370187983,1.173223805,1.509001394
1.486749935,1.187723816,1.370187983,1.173223805,1.371021765,1.413947973
1.187723816,1.370187983,1.173223805,1.371021765,1.159351709,1.294791212
1.370187983,1.173223805,1.371021765,1.159351709,0.874921679,1.463426986
1.173223805,1.371021765,1.159351709,0.874921679,0.337432601,0.949608928
1.371021765,1.159351709,0.874921679,0.337432601,0.054517568,1.141602984
1.159351709,0.874921679,0.337432601,0.054517568,0.142843064,1.297580418
0.874921679,0.337432601,0.054517568,0.142843064,-0.040588248,0.948143075
0.337432601,0.054517568,0.142843064,-0.040588248,0.287434752,0.373195789
0.054517568,0.142843064,-0.040588248,0.287434752,0.027668919,-0.005014037
0.142843064,-0.040588248,0.287434752,0.027668919,0.071780794,0.106399127
-0.040588248,0.287434752,0.027668919,0.071780794,-0.004148027,0.106399127
0.287434752,0.027668919,0.071780794,-0.004148027,-1.456299697,0.106399127
0.027668919,0.071780794,-0.004148027,-1.456299697,-1.119533849,0.106399127
0.071780794,-0.004148027,-1.456299697,-1.119533849,-1.256587586,0.106399127
-0.004148027,-1.456299697,-1.119533849,-1.256587586,-1.118760362,0.106399127
-1.456299697,-1.119533849,-1.256587586,-1.118760362,-1.655030904,-1.240363116
-1.119533849,-1.256587586,-1.118760362,-1.655030904,-1.206892834,-1.240363116
-1.256587586,-1.118760362,-1.655030904,-1.206892834,-1.253760747,-1.240363116
-1.118760362,-1.655030904,-1.206892834,-1.253760747,-1.523346605,-1.240363116
-1.655030904,-1.206892834,-1.253760747,-1.523346605,-1.035281146,-1.240363116
-1.206892834,-1.253760747,-1.523346605,-1.035281146,-1.476233155,-1.240363116
-1.253760747,-1.523346605,-1.035281146,-1.476233155,-1.238479784,-1.240363116
-1.523346605,-1.035281146,-1.476233155,-1.238479784,-1.469267069,-1.240363116
-1.035281146,-1.476233155,-1.238479784,-1.469267069,-0.965648647,-1.240363116
-1.476233155,-1.238479784,-1.469267069,-0.965648647,-1.070666305,-1.240363116
-1.238479784,-1.469267069,-0.965648647,-1.070666305,-1.458641097,-1.240363116
-1.469267069,-0.965648647,-1.070666305,-1.458641097,-1.34062929,-1.240363116
-0.965648647,-1.070666305,-1.458641097,-1.34062929,-1.265712525,-1.240363116
-1.070666305,-1.458641097,-1.34062929,-1.265712525,-1.442867091,-1.240363116
-1.458641097,-1.34062929,-1.265712525,-1.442867091,-1.571500295,-1.240363116
-1.34062929,-1.265712525,-1.442867091,-1.571500295,-1.302143455,-1.240363116
-1.265712525,-1.442867091,-1.571500295,-1.302143455,-1.572525957,-1.240363116
-1.442867091,-1.571500295,-1.302143455,-1.572525957,-0.895366494,-1.240363116
-1.571500295,-1.302143455,-1.572525957,-0.895366494,-1.050471526,-1.240363116
-1.302143455,-1.572525957,-0.895366494,-1.050471526,-0.876051337,-1.240363116
-1.572525957,-0.895366494,-1.050471526,-0.876051337,-1.145350068,-1.240363116
-0.895366494,-1.050471526,-0.876051337,-1.145350068,-4.460368004,-1.240363116
-1.050471526,-0.876051337,-1.145350068,-4.460368004,-4.303902834,-1.240363116
-0.876051337,-1.145350068,-4.460368004,-4.303902834,-4.527983829,-1.240363116
-1.145350068,-4.460368004,-4.303902834,-4.527983829,-4.525779842,-1.240363116
-4.460368004,-4.303902834,-4.527983829,-4.525779842,-4.354908628,-4.614465081
-4.303902834,-4.527983829,-4.525779842,-4.354908628,-4.001699242,-4.392462737
-4.527983829,-4.525779842,-4.354908628,-4.001699242,-3.904110921,-4.392462737
-4.525779842,-4.354908628,-4.001699242,-3.904110921,-3.575457833,-4.298524378
-4.354908628,-4.001699242,-3.904110921,-3.575457833,-3.199595687,-4.298524378
-4.001699242,-3.904110921,-3.575457833,-3.199595687,-3.046775475,-3.950496785
-3.904110921,-3.575457833,-3.199595687,-3.046775475,-3.166124267,-3.721620111
-3.575457833,-3.199595687,-3.046775475,-3.166124267,-2.478320554,-3.430470023
-3.199595687,-3.046775475,-3.166124267,-2.478320554,-2.415004073,-3.237321647
-3.046775475,-3.166124267,-2.478320554,-2.415004073,-2.654405525,-3.066775006
-3.166124267,-2.478320554,-2.415004073,-2.654405525,-2.548842798,-2.926225513
-2.478320554,-2.415004073,-2.654405525,-2.548842798,-4.351178044,-2.737131727
-2.415004073,-2.654405525,-2.548842798,-4.351178044,-2.910815577,-2.638533753
-2.654405525,-2.548842798,-4.351178044,-2.910815577,-3.182570582,-2.552037561
-2.548842798,-4.351178044,-2.910815577,-3.182570582,-3.641973821,-2.381075251
-4.351178044,-2.910815577,-3.182570582,-3.641973821,-2.950173842,-2.232343594
-2.910815577,-3.182570582,-3.641973821,-2.950173842,-3.31572942,-2.071090797
-3.182570582,-3.641973821,-2.950173842,-3.31572942,-3.154690246,-2.168816336
-3.641973821,-2.950173842,-3.31572942,-3.154690246,-3.726099221,-2.051695422
-2.950173842,-3.31572942,-3.154690246,-3.726099221,-3.174592726,-1.965615281
-3.31572942,-3.154690246,-3.726099221,-3.174592726,-3.436932248,-1.908046331
-3.154690246,-3.726099221,-3.174592726,-3.436932248,-3.030053655,-1.914452056
-3.726099221,-3.174592726,-3.436932248,-3.030053655,-3.167510227,-2.172766911
-3.174592726,-3.436932248,-3.030053655,-3.167510227,-3.420024835,-2.156154107
-3.436932248,-3.030053655,-3.167510227,-3.420024835,-2.273966441,-2.168543436
-3.030053655,-3.167510227,-3.420024835,-2.273966441,-2.304198087,-2.12869425
-3.167510227,-3.420024835,-2.273966441,-2.304198087,-2.226292839,-2.077876043
-3.420024835,-2.273966441,-2.304198087,-2.226292839,-2.339991711,-2.031470149
-2.273966441,-2.304198087,-2.226292839,-2.339991711,-2.166273975,-2.02787377
-2.304198087,-2.226292839,-2.339991711,-2.166273975,-2.404768474,-2.007131032
-2.226292839,-2.339991711,-2.166273975,-2.404768474,-2.06715602,-2.0179587
-2.339991711,-2.166273975,-2.404768474,-2.06715602,-1.922507856,-2.038112334
-2.166273975,-2.404768474,-2.06715602,-1.922507856,-1.764173612,-2.114395931
-2.404768474,-2.06715602,-1.922507856,-1.764173612,-1.942341443,-2.133567952
-2.06715602,-1.922507856,-1.764173612,-1.942341443,-1.706663026,-2.003031464
-1.922507856,-1.764173612,-1.942341443,-1.706663026,-1.061278538,-1.845939698
-1.764173612,-1.942341443,-1.706663026,-1.061278538,-1.106859389,-1.676051476
-1.942341443,-1.706663026,-1.061278538,-1.106859389,-0.552060544,-1.709396935
-1.706663026,-1.061278538,-1.106859389,-0.552060544,-0.018897289,-1.667527165
-1.061278538,-1.106859389,-0.552060544,-0.018897289,-0.155572211,-1.358826271
-1.106859389,-0.552060544,-0.018897289,-0.155572211,-0.18054551,-0.731996026
-0.552060544,-0.018897289,-0.155572211,-0.18054551,0.113212211,-0.549554021
-0.018897289,-0.155572211,-0.18054551,0.113212211,-0.10828749,-0.108206171
-0.155572211,-0.18054551,0.113212211,-0.10828749,-0.219029072,-0.227071687
-0.18054551,0.113212211,-0.10828749,-0.219029072,0.407849637,-0.136589391
0.113212211,-0.10828749,-0.219029072,0.407849637,0.452795547,-0.136589391
-0.10828749,-0.219029072,0.407849637,0.452795547,1.13747651,-0.136589391
-0.219029072,0.407849637,0.452795547,1.13747651,0.997621624,-0.136589391
0.407849637,0.452795547,1.13747651,0.997621624,0.712364514,0.39605759
0.452795547,1.13747651,0.997621624,0.712364514,0.863884721,0.520832742
1.13747651,0.997621624,0.712364514,0.863884721,0.886258149,1.139655706
0.997621624,0.712364514,0.863884721,0.886258149,1.093887205,0.977748551
0.712364514,0.863884721,0.886258149,1.093887205,0.897673356,0.977748551
0.863884721,0.886258149,1.093887205,0.897673356,0.932671229,0.977748551
0.886258149,1.093887205,0.897673356,0.932671229,1.060336228,0.977748551
1.093887205,0.897673356,0.932671229,1.060336228,0.808941303,0.977748551
0.897673356,0.932671229,1.060336228,0.808941303,0.899129086,0.977748551
0.932671229,1.060336228,0.808941303,0.899129086,0.87651589,0.977748551
1.060336228,0.808941303,0.899129086,0.87651589,1.281718684,0.977748551
0.808941303,0.899129086,0.87651589,1.281718684,0.956244299,0.977748551
0.899129086,0.87651589,1.281718684,0.956244299,0.776445695,0.977748551
0.87651589,1.281718684,0.956244299,0.776445695,0.845606881,0.977748551
1.281718684,0.956244299,0.776445695,0.845606881,0.859595249,0.977748551
0.956244299,0.776445695,0.845606881,0.859595249,0.785592417,0.977748551
0.776445695,0.845606881,0.859595249,0.785592417,0.915264956,0.977748551
0.845606881,0.859595249,0.785592417,0.915264956,0.616003562,0.977748551
0.859595249,0.785592417,0.915264956,0.616003562,1.137012343,0.977748551
0.785592417,0.915264956,0.616003562,1.137012343,0.879320381,0.977748551
0.915264956,0.616003562,1.137012343,0.879320381,0.762811052,0.977748551
0.616003562,1.137012343,0.879320381,0.762811052,0.819098742,0.977748551
1.137012343,0.879320381,0.762811052,0.819098742,1.099803318,0.977748551
0.879320381,0.762811052,0.819098742,1.099803318,1.249643765,0.977748551
0.762811052,0.819098742,1.099803318,1.249643765,0.976747859,0.977748551
0.819098742,1.099803318,1.249643765,0.976747859,0.816904874,0.977748551
1.099803318,1.249643765,0.976747859,0.816904874,0.925727971,0.977748551
1.249643765,0.976747859,0.816904874,0.925727971,1.078185334,0.977748551
0.976747859,0.816904874,0.925727971,1.078185334,1.025956778,0.977748551
0.816904874,0.925727971,1.078185334,1.025956778,1.212496928,0.977748551
0.925727971,1.078185334,1.025956778,1.212496928,0.78979402,0.977748551
1.078185334,1.025956778,1.212496928,0.78979402,0.72121143,0.977748551
1.025956778,1.212496928,0.78979402,0.72121143,1.116391073,0.977748551
1.212496928,0.78979402,0.72121143,1.116391073,1.27354652,0.977748551
0.78979402,0.72121143,1.116391073,1.27354652,0.764869658,0.977748551
0.72121143,1.116391073,1.27354652,0.764869658,0.751699895,0.977748551
1.116391073,1.27354652,0.764869658,0.751699895,0.894200426,0.977748551
1.27354652,0.764869658,0.751699895,0.894200426,0.884874535,0.977748551
0.764869658,0.751699895,0.894200426,0.884874535,1.133396651,0.977748551
0.751699895,0.894200426,0.884874535,1.133396651,0.881473511,0.977748551
0.894200426,0.884874535,1.133396651,0.881473511,0.961591111,0.977748551
0.884874535,1.133396651,0.881473511,0.961591111,0.856055916,0.977748551
1.133396651,0.881473511,0.961591111,0.856055916,1.802103059,0.977748551
0.881473511,0.961591111,0.856055916,1.802103059,1.16435846,0.977748551
0.961591111,0.856055916,1.802103059,1.16435846,1.241287175,0.977748551
0.856055916,1.802103059,1.16435846,1.241287175,2.961991984,0.977748551
1.802103059,1.16435846,1.241287175,2.961991984,3.635286471,0.977748551
1.16435846,1.241287175,2.961991984,3.635286471,3.252987125,0.977748551
1.241287175,2.961991984,3.635286471,3.252987125,3.467568908,0.977748551
2.961991984,3.635286471,3.252987125,3.467568908,3.859781977,2.052377258
3.635286471,3.252987125,3.467568908,3.859781977,3.710525827,2.103002839
3.252987125,3.467568908,3.859781977,3.710525827,3.332283122,2.126191665
3.467568908,3.859781977,3.710525827,3.332283122,3.840030852,2.158225661
3.859781977,3.710525827,3.332283122,3.840030852,3.11951105,2.243397598
3.710525827,3.332283122,3.840030852,3.11951105,3.014967988,2.327888692
3.332283122,3.840030852,3.11951105,3.014967988,3.028255808,2.393740912
3.840030852,3.11951105,3.014967988,3.028255808,2.998103216,2.414559231
3.11951105,3.014967988,3.028255808,2.998103216,2.744263304,2.464327001
3.014967988,3.028255808,2.998103216,2.744263304,2.92646404,2.497106167
3.028255808,2.998103216,2.744263304,2.92646404,3.20864876,2.540750961
2.998103216,2.744263304,2.92646404,3.20864876,2.339337728,2.623261342
2.744263304,2.92646404,3.20864876,2.339337728,2.718465021,2.667904765
2.92646404,3.20864876,2.339337728,2.718465021,2.556267022,2.69844039
3.20864876,2.339337728,2.718465021,2.556267022,2.284342379,2.73106949
2.339337728,2.718465021,2.556267022,2.284342379,2.500910329,2.730940266
2.718465021,2.556267022,2.284342379,2.500910329,1.800786065,2.834125779
2.556267022,2.284342379,2.500910329,1.800786065,1.376081246,2.663393184
2.284342379,2.500910329,1.800786065,1.376081246,1.386031309,2.242532325
2.500910329,1.800786065,1.376081246,1.386031309,0.714663978,2.251081964
1.800786065,1.376081246,1.386031309,0.714663978,0.704658717,1.989293897
1.376081246,1.386031309,0.714663978,0.704658717,1.116083455,1.532227028
1.386031309,0.714663978,0.704658717,1.116083455,0.495810724,1.033182163
0.714663978,0.704658717,1.116083455,0.495810724,0.509011152,0.74051446
0.704658717,1.116083455,0.495810724,0.509011152,0.618921388,0.969178781
1.116083455,0.495810724,0.509011152,0.618921388,0.577113196,0.918153051
0.495810724,0.509011152,0.618921388,0.577113196,0.113713761,0.412939663
0.509011152,0.618921388,0.577113196,0.113713761,0.012053451,0.45086567
0.618921388,0.577113196,0.113713761,0.012053451,0.208776616,0.737349066
0.577113196,0.113713761,0.012053451,0.208776616,-0.537435558,0.645120827
0.113713761,0.012053451,0.208776616,-0.537435558,-0.509003993,0.329989688
0.012053451,0.208776616,-0.537435558,-0.509003993,-0.536965757,0.485518657
0.208776616,-0.537435558,-0.509003993,-0.536965757,-0.128332911,-0.690078251
-0.537435558,-0.509003993,-0.536965757,-0.128332911,-0.907700718,-0.690078251
-0.509003993,-0.536965757,-0.128332911,-0.907700718,-0.225856801,-0.632181973
-0.536965757,-0.128332911,-0.907700718,-0.225856801,-1.765895872,-0.632181973
-0.128332911,-0.907700718,-0.225856801,-1.765895872,-1.490560644,-0.632181973
-0.907700718,-0.225856801,-1.765895872,-1.490560644,-0.387979049,-0.632181973
-0.225856801,-1.765895872,-1.490560644,-0.387979049,-0.4594092,-0.632181973
-1.765895872,-1.490560644,-0.387979049,-0.4594092,-0.584201958,-0.632181973
-1.490560644,-0.387979049,-0.4594092,-0.584201958,-0.955513866,-0.632181973
-0.387979049,-0.4594092,-0.584201958,-0.955513866,-0.533714075,-0.632181973
-0.4594092,-0.584201958,-0.955513866,-0.533714075,-0.866540492,-0.632181973
-0.584201958,-0.955513866,-0.533714075,-0.866540492,-0.580628373,-0.632181973
-0.955513866,-0.533714075,-0.866540492,-0.580628373,-0.69444513,-0.632181973
-0.533714075,-0.866540492,-0.580628373,-0.69444513,-0.736299167,-0.632181973
-0.866540492,-0.580628373,-0.69444513,-0.736299167,-0.749520363,-0.632181973
-0.580628373,-0.69444513,-0.736299167,-0.749520363,-0.711546431,-0.632181973
-0.69444513,-0.736299167,-0.749520363,-0.711546431,-0.64287112,-0.632181973
-0.736299167,-0.749520363,-0.711546431,-0.64287112,-0.718809554,-0.632181973
-0.749520363,-0.711546431,-0.64287112,-0.718809554,-0.477850968,-0.632181973
-0.711546431,-0.64287112,-0.718809554,-0.477850968,-4.796574825,-0.632181973
-0.64287112,-0.718809554,-0.477850968,-4.796574825,-4.316797125,-0.632181973
-0.718809554,-0.477850968,-4.796574825,-4.316797125,-4.169430501,-0.632181973
-0.477850968,-4.796574825,-4.316797125,-4.169430501,-4.233978655,-0.632181973
-4.796574825,-4.316797125,-4.169430501,-4.233978655,-4.392910216,-4.315164089
-4.316797125,-4.169430501,-4.233978655,-4.392910216,-4.623805908,-4.315164089
-4.169430501,-4.233978655,-4.392910216,-4.623805908,-4.381685877,-4.315164089
-4.233978655,-4.392910216,-4.623805908,-4.381685877,-4.765308932,-4.315164089
-4.392910216,-4.623805908,-4.381685877,-4.765308932,-4.431205976,-4.315164089
-4.623805908,-4.381685877,-4.765308932,-4.431205976,-4.385627497,-4.573485229
-4.381685877,-4.765308932,-4.431205976,-4.385627497,-4.178803559,-4.535556018
-4.765308932,-4.431205976,-4.385627497,-4.178803559,-3.422135363,-4.535556018
-4.431205976,-4.385627497,-4.178803559,-3.422135363,-3.944813047,-4.535556018
-4.385627497,-4.178803559,-3.422135363,-3.944813047,-3.397666452,-4.535556018
-4.178803559,-3.422135363,-3.944813047,-3.397666452,-3.720805407,-4.090466536
-3.422135363,-3.944813047,-3.397666452,-3.720805407,-2.9284101,-3.822433603
-3.944813047,-3.397666452,-3.720805407,-2.9284101,-2.8723545,-3.822433603
-3.397666452,-3.720805407,-2.9284101,-2.8723545,-2.59997699,-3.493916083
-3.720805407,-2.9284101,-2.8723545,-2.59997699,-2.475071578,-3.240988634
-2.9284101,-2.8723545,-2.59997699,-2.475071578,-2.917033371,-3.061112803
-2.8723545,-2.59997699,-2.475071578,-2.917033371,-2.613574825,-2.861736706
-2.59997699,-2.475071578,-2.917033371,-2.613574825,-3.952010605,-2.683596386
-2.475071578,-2.917033371,-2.613574825,-3.952010605,-3.912091526,-2.598740813
-2.917033371,-2.613574825,-3.952010605,-3.912091526,-4.449562111,-2.598740813
-2.613574825,-3.952010605,-3.912091526,-4.449562111,-3.709843867,-2.598740813
-3.952010605,-3.912091526,-4.449562111,-3.709843867,-3.238664776,-2.598740813
-3.912091526,-4.449562111,-3.709843867,-3.238664776,-3.576612693,-2.598740813
-4.449562111,-3.709843867,-3.238664776,-3.576612693,-3.124161444,-2.598740813
-3.709843867,-3.238664776,-3.576612693,-3.124161444,-3.322110138,-2.122358411
-3.238664776,-3.576612693,-3.124161444,-3.322110138,-3.863525323,-2.122358411
-3.576612693,-3.124161444,-3.322110138,-3.863525323,-3.067292739,-2.239112465
-3.124161444,-3.322110138,-3.863525323,-3.067292739,-3.167619092,-2.239112465
-3.322110138,-3.863525323,-3.067292739,-3.167619092,-3.272244907,-2.188884728
-3.863525323,-3.067292739,-3.167619092,-3.272244907,-3.059014428,-2.182236173
-3.067292739,-3.167619092,-3.272244907,-3.059014428,-2.033987236,-2.117426007
-3.167619092,-3.272244907,-3.059014428,-2.033987236,-2.169920227,-2.10499955
-3.272244907,-3.059014428,-2.033987236,-2.169920227,-2.384865359,-2.093955567
-3.059014428,-2.033987236,-2.169920227,-2.384865359,-1.732103171,-2.102490552
-2.033987236,-2.169920227,-2.384865359,-1.732103171,-1.925516636,-2.080434302
-2.169920227,-2.384865359,-1.732103171,-1.925516636,-2.08208168,-2.031993115
-2.384865359,-1.732103171,-1.925516636,-2.08208168,-2.698314653,-2.014424358
-1.732103171,-1.925516636,-2.08208168,-2.698314653,-1.651890611,-2.030398487
-1.925516636,-2.08208168,-2.698314653,-1.651890611,-1.62919334,-2.078809758
-2.08208168,-2.698314653,-1.651890611,-1.62919334,-1.383326885,-2.12262961
-2.698314653,-1.651890611,-1.62919334,-1.383326885,-1.800348202,-2.146718626
-1.651890611,-1.62919334,-1.383326885,-1.800348202,-1.344353662,-1.699518594
-1.62919334,-1.383326885,-1.800348202,-1.344353662,-0.569364818,-1.6993571
-1.383326885,-1.800348202,-1.344353662,-0.569364818,-0.543664405,-1.324136786
-1.800348202,-1.344353662,-0.569364818,-0.543664405,-0.035371449,-1.469005536
-1.344353662,-0.569364818,-0.543664405,-0.035371449,-0.432051962,-1.202175424
-0.569364818,-0.543664405,-0.035371449,-0.432051962,0.213458865,-0.530359055
-0.543664405,-0.035371449,-0.432051962,0.213458865,-0.395617282,-0.496192913
-0.035371449,-0.432051962,0.213458865,-0.395617282,0.127700408,-0.348831144
-0.432051962,0.213458865,-0.395617282,0.127700408,-0.238968928,-0.059870024
0.213458865,-0.395617282,0.127700408,-0.238968928,0.191839689,-0.059870024
-0.395617282,0.127700408,-0.238968928,0.191839689,0.113973733,-0.059870024
0.127700408,-0.238968928,0.191839689,0.113973733,0.118189315,-0.059870024
-0.238968928,0.191839689,0.113973733,0.118189315,-0.1710771,-0.059870024
0.191839689,0.113973733,0.118189315,-0.1710771,0.047639657,-0.059870024
0.113973733,0.118189315,-0.1710771,0.047639657,1.899666226,-0.059870024
