time index height
0.01 0 0.0
0.02 0 0.031732190027
0.03 0 0.031732190027
0.04 0 0.0468518410628
0.05 0 0.0468518410628
0.06 0 0.0468518410628
0.07 0 0.0662684557685
0.08 0 0.0683789784139
0.09 0 0.0693358914277
0.1 0 0.0685909808007
0.11 0 0.0650193201163
0.12 0 0.0532373921693
0.13 0 0.048962425683
0.14 0 0.0403317039765
0.15 0 0.030866028882
0.16 0 0.0290783772932
0.17 0 0.0290176192331
0.18 0 0.0290176192331
0.19 0 0.0296038489485
0.2 0 0.02980771873
0.21 0 0.0305665845487
0.22 0 0.0305665845487
0.23 0 0.0325925471181
0.24 0 0.0331951896262
0.25 0 0.0343750123479
0.26 0 0.036772619191
0.27 0 0.0384441249678
0.28 0 0.0390168576432
0.29 0 0.0397586378676
0.3 0 0.040038335463
0.31 0 0.0415657392355
0.32 0 0.0419188574067
0.33 0 0.0419710587223
0.34 0 0.0413906006547
0.35 0 0.0401232873371
0.36 0 0.0390522394512
0.37 0 0.0390522394512
0.38 0 0.0390522394512
0.39 0 0.0379175189389
0.4 0 0.0378124825142
0.41 0 0.0378124825142
0.42 0 0.0380837098966
0.43 0 0.0378996423979
0.44 0 0.0374186325341
0.45 0 0.0371287019118
0.46 0 0.0368388105263
0.47 0 0.0368388105263
0.48 0 0.0377382328797
0.49 0 0.0376755026361
0.5 0 0.0376632923251
0.51 0 0.0377908918902
0.52 0 0.0380149107604
0.53 0 0.0368895304367
0.54 0 0.0372084885355
0.55 0 0.0385573027374
0.56 0 0.0389186727891
0.57 0 0.0389186727891
0.58 0 0.0389186727891
0.59 0 0.0396010409262
0.6 0 0.0408016642997
0.61 0 0.0408016642997
0.62 0 0.0421383239354
0.63 0 0.041947230531
0.64 0 0.0410280638614
0.65 0 0.040267152099
0.66 0 0.0393437628619
0.67 0 0.0393437628619
0.68 0 0.0390559483549
0.69 0 0.0390681551589
0.7 0 0.0396968072901
0.71 0 0.0403571664886
0.72 0 0.0406265752636
0.73 0 0.0409984237742
0.74 0 0.0410824183251
0.75 0 0.0410191161573
0.76 0 0.0408481179805
0.77 0 0.0408466698359
0.78 0 0.0409025412084
0.79 0 0.0409025412084
0.8 0 0.0410429138835
0.81 0 0.040231809296
0.82 0 0.0388404875658
0.83 0 0.0387511804342
0.84 0 0.0387905309638
0.85 0 0.0393001230528
0.86 0 0.0393001230528
0.87 0 0.0393001230528
0.88 0 0.0401951955453
0.89 0 0.0401951955453
